Reaction,Substrate partner,Direction,SMILES,BiGG Name,DB Name,Cleaned Substrate
ASPTA,oaa_c,reverse,O=C([O-])CC(=O)C(=O)[O-],Oxaloacetate,oxaloacetate,oaa
FBP,fdp_c,forward,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,"D-Fructose 1,6-bisphosphate","D-fructose-1,6-bisphosphate",fdp
FBP,h2o_c,forward,O,H2O H2O,,h2o
GLGC,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GLGC,g1p_c,forward,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,D-Glucose 1-phosphate,,g1p
GLGC,h_c,forward,[H+],H+,H(+),h
PYK,adp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
PYK,h_c,forward,[H+],H+,H(+),h
PYK,pep_c,forward,C=C(OP(=O)([O-])[O-])C(=O)[O-],Phosphoenolpyruvate,phosphoenolpyruvate,pep
A5PISO,ru5p__D_c,forward,O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-],D-Ribulose 5-phosphate,D-ribulose 5-phosphate,ru5p  D
A5PISO,ara5p_c,reverse,O=C[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],D-Arabinose 5-phosphate,D-Arabinose5-phosphate,ara5p
EX_met__L_e,met__L_e,forward,CSCCC([NH3+])C(=O)[O-],L-Methionine,2-Amino-4-(methylthio)butyric acid,met  L
EX_metsox_S__L_e,metsox_S__L_e,forward,,L-Methionine Sulfoxide,,metsox S  L
IPPMIb,2ippm_c,forward,CC(C)/C(=C/C(=O)[O-])C(=O)[O-],2-Isopropylmaleate,2-isopropylmaleate,2ippm
IPPMIb,h2o_c,forward,O,H2O H2O,,h2o
IPPMIb,3c3hmp_c,reverse,CC(C)[C@@](O)(CC(=O)[O-])C(=O)[O-],3-Carboxy-3-hydroxy-4-methylpentanoate,2-Isopropylmalate,3c3hmp
ACHBS,2obut_c,forward,CCC(=O)C(=O)[O-],2-Oxobutanoate,2-oxobutanoate,2obut
ACHBS,h_c,forward,[H+],H+,H(+),h
ACHBS,pyr_c,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
ACLS,h_c,forward,[H+],H+,H(+),h
ACLS,pyr_c,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
PSCVT,pep_c,forward,C=C(OP(=O)([O-])[O-])C(=O)[O-],Phosphoenolpyruvate,phosphoenolpyruvate,pep
PSCVT,skm5p_c,forward,O=C([O-])C1=C[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)C1,Shikimate 5-phosphate,3-phosphoshikimate,skm5p
PSCVT,3psme_c,reverse,C=C(O[C@@H]1CC(C(=O)[O-])=C[C@@H](OP(=O)([O-])[O-])[C@H]1O)C(=O)[O-],5-O-(1-Carboxyvinyl)-3-phosphoshikimate,5-O-(1-carboxyvinyl)-3-phosphoshikimate,3psme
PSCVT,pi_c,reverse,O=P([O-])([O-])O,Phosphate,phosphate,pi
ANS,chor_c,forward,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-],Chorismate,chorismate,chor
ANS,gln__L_c,forward,NC(=O)CC[C@H]([NH3+])C(=O)[O-],L-Glutamine,L-glutamine,gln  L
ANPRT,anth_c,forward,Nc1ccccc1C(=O)[O-],Anthranilate,anthranilate,anth
ANPRT,prpp_c,forward,O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])O)[C@H](O)[C@@H]1O,5-Phospho-alpha-D-ribose 1-diphosphate,PRPP,prpp
CHORM,chor_c,forward,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-],Chorismate,chorismate,chor
CHORS,3psme_c,forward,C=C(O[C@@H]1CC(C(=O)[O-])=C[C@@H](OP(=O)([O-])[O-])[C@H]1O)C(=O)[O-],5-O-(1-Carboxyvinyl)-3-phosphoshikimate,5-O-(1-carboxyvinyl)-3-phosphoshikimate,3psme
IGPS,2cpr5p_c,forward,O=C([O-])c1ccccc1NCC(=O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,2cpr5p
IGPS,h_c,forward,[H+],H+,H(+),h
EX_crn_e,crn_e,forward,C[N+](C)(C)CC(O)CC(=O)[O-],L-Carnitine,Carnitine,crn
EX_fe3_e,fe3_e,forward,[Fe+3],Iron (Fe3+),Fe+3,fe3
EX_glcn_e,glcn_e,forward,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Gluconate,D-gluconate,glcn
EX_gln__L_e,gln__L_e,forward,NC(=O)CC[C@H]([NH3+])C(=O)[O-],L-Glutamine,L-glutamine,gln  L
EX_glyc_e,glyc_e,forward,OCC(O)CO,Glycerol,glycerol,glyc
EX_man_e,man_e,forward,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Mannose,MANNOSE,man
EX_mn2_e,mn2_e,forward,[Mn+2],Manganese,Mn(2+),mn2
EX_rib__D_e,rib__D_e,forward,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,D-Ribose,D-Ribose,rib  D
EX_sbt__D_e,sbt__D_e,forward,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Sorbitol,Sorbitol,sbt  D
ECOAH6,3htdcoa_c,forward,CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],(S)-3-Hydroxytetradecanoyl-CoA,(S)-3-hydroxytetradecanoyl-CoA,3htdcoa
ECOAH6,h2o_c,reverse,O,H2O H2O,,h2o
ECOAH6,td2coa_c,reverse,CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Tetradec-2-enoyl-CoA,(2E)-Tetradecenoyl-CoA,td2coa
ENO,2pg_c,forward,O=C([O-])[C@@H](CO)OP(=O)([O-])[O-],D-Glycerate 2-phosphate,(2R)-2-phosphoglycerate,2pg
ENO,h2o_c,reverse,O,H2O H2O,,h2o
ENO,pep_c,reverse,C=C(OP(=O)([O-])[O-])C(=O)[O-],Phosphoenolpyruvate,phosphoenolpyruvate,pep
FBA,fdp_c,forward,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,"D-Fructose 1,6-bisphosphate","D-fructose-1,6-bisphosphate",fdp
FBA,dhap_c,reverse,O=C(CO)COP(=O)([O-])[O-],Dihydroxyacetone phosphate,dihydroxyacetone phosphate,dhap
FBA,g3p_c,reverse,O=CC(O)COP(=O)([O-])[O-],Glyceraldehyde 3-phosphate,DL-Glyceraldehyde 3-phosphate,g3p
MGSA,dhap_c,forward,O=C(CO)COP(=O)([O-])[O-],Dihydroxyacetone phosphate,dihydroxyacetone phosphate,dhap
PPS,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
PPS,h2o_c,forward,O,H2O H2O,,h2o
PPS,pyr_c,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
PGI,g6p_c,forward,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,D-Glucose 6-phosphate,D-glucose-6-phosphate,g6p
PGI,f6p_c,reverse,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,D-Fructose 6-phosphate,beta-D-Fructose 6-phosphate,f6p
PGK,3pg_c,forward,O=C([O-])[C@H](O)COP(=O)([O-])[O-],3-Phospho-D-glycerate,3-Phosphoglycerate,3pg
PGK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
PGK,13dpg_c,reverse,O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-],3-Phospho-D-glyceroyl phosphate,"1,3-Bisphospho-D-glycerate",13dpg
PGK,adp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
EDA,2ddg6p_c,forward,O=C([O-])C(=O)C[C@H](O)[C@H](O)COP(=O)([O-])[O-],2-Dehydro-3-deoxy-D-gluconate 6-phosphate,2-dehydro-3-deoxy-6-phospho-D-gluconate,2ddg6p
PGL,6pgl_c,forward,O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O,"6-phospho-D-glucono-1,5-lactone",6-phospho-D-glucono-1-5-lactone,6pgl
PGL,h2o_c,forward,O,H2O H2O,,h2o
RPE,ru5p__D_c,forward,O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-],D-Ribulose 5-phosphate,D-ribulose 5-phosphate,ru5p  D
RPE,xu5p__D_c,reverse,O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],D-Xylulose 5-phosphate,D-xylulose 5-phosphate,xu5p  D
TALA,g3p_c,forward,O=CC(O)COP(=O)([O-])[O-],Glyceraldehyde 3-phosphate,DL-Glyceraldehyde 3-phosphate,g3p
TALA,s7p_c,forward,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],Sedoheptulose 7-phosphate,Sedoheptulose7-phosphate,s7p
TALA,e4p_c,reverse,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-],D-Erythrose 4-phosphate,D-erythrose 4-phosphate,e4p
TALA,f6p_c,reverse,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,D-Fructose 6-phosphate,beta-D-Fructose 6-phosphate,f6p
TKT1,r5p_c,forward,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,Alpha-D-Ribose 5-phosphate,alpha-D-Ribose 5-phosphate,r5p
TKT1,xu5p__D_c,forward,O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],D-Xylulose 5-phosphate,D-xylulose 5-phosphate,xu5p  D
TKT1,g3p_c,reverse,O=CC(O)COP(=O)([O-])[O-],Glyceraldehyde 3-phosphate,DL-Glyceraldehyde 3-phosphate,g3p
TKT1,s7p_c,reverse,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],Sedoheptulose 7-phosphate,Sedoheptulose7-phosphate,s7p
G6PDA,gam6p_c,forward,[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,D-Glucosamine 6-phosphate,D-Glucosamine phosphate,gam6p
G6PDA,h2o_c,forward,O,H2O H2O,,h2o
ALCD2x,etoh_c,forward,CCO,Ethanol,Ethanol,etoh
ALCD2x,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
ALCD2x,acald_c,reverse,CC=O,Acetaldehyde,acetaldehyde,acald
ALCD2x,h_c,reverse,[H+],H+,H(+),h
ALCD2x,nadh_c,reverse,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
ALDD2y,acald_c,forward,CC=O,Acetaldehyde,acetaldehyde,acald
ALDD2y,h2o_c,forward,O,H2O H2O,,h2o
ALDD2y,nadp_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
RMI,rmn_c,forward,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,L-Rhamnose,L-rhamnose,rmn
RMI,rml_c,reverse,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,L-Rhamnulose,L-Rhamnulose,rml
EX_ura_e,ura_e,forward,O=c1cc[nH]c(=O)[nH]1,Uracil,uracil,ura
EX_val__L_e,val__L_e,forward,CC(C)[C@H]([NH3+])C(=O)[O-],L-Valine,L-valine,val  L
EX_xan_e,xan_e,forward,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,Xanthine,xanthine,xan
FMNAT,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
FMNAT,fmn_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,FMN C17H19N4O9P,FMN,fmn
FMNAT,h_c,forward,[H+],H+,H(+),h
NADDP,h2o_c,forward,O,H2O H2O,,h2o
NADDP,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
NMNAT,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
NMNAT,h_c,forward,[H+],H+,H(+),h
NMNAT,nmn_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1,NMN C11H14N2O8P,beta-nicotinamide D-ribonucleotide,nmn
HMPK1,4ahmmp_c,forward,Cc1nc(N)c(CO)c[nH+]1,4-Amino-5-hydroxymethyl-2-methylpyrimidine,Toxopyrimidine,4ahmmp
HMPK1,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
NDPK6,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
NDPK6,dudp_c,forward,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,DUDP C9H11N2O11P2,dUDP,dudp
NDPK6,adp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
NDPK6,dutp_c,reverse,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,DUTP C9H11N2O14P3,dUTP,dutp
NDPK8,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
NDPK8,dadp_c,forward,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O1,DADP C10H12N5O9P2,dADP,dadp
NDPK8,adp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
NDPK8,datp_c,reverse,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1,DATP C10H12N5O12P3,dATP,datp
PYNP2r,pi_c,forward,O=P([O-])([O-])O,Phosphate,phosphate,pi
PYNP2r,uri_c,forward,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Uridine,Uridine,uri
PYNP2r,r1p_c,reverse,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Alpha-D-Ribose 1-phosphate,Ribose 1-phosphate,r1p
PYNP2r,ura_c,reverse,O=c1cc[nH]c(=O)[nH]1,Uracil,uracil,ura
DURIPP,duri_c,forward,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,Deoxyuridine,2'-deoxyuridine,duri
DURIPP,pi_c,forward,O=P([O-])([O-])O,Phosphate,phosphate,pi
DURIPP,2dr1p_c,reverse,O=P([O-])([O-])OC1C[C@H](O)[C@@H](CO)O1,2-Deoxy-D-ribose 1-phosphate,DEOXY-RIBOSE-1P,2dr1p
DURIPP,ura_c,reverse,O=c1cc[nH]c(=O)[nH]1,Uracil,uracil,ura
PTRCTA,akg_c,forward,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
PTRCTA,ptrc_c,forward,[NH3+]CCCC[NH3+],Putrescine,putrescine,ptrc
CYSDS,cys__L_c,forward,[NH3+]C(CS)C(=O)[O-],L-Cysteine,Cysteine,cys  L
CYSDS,h2o_c,forward,O,H2O H2O,,h2o
TRPAS2,h2o_c,forward,O,H2O H2O,,h2o
TRPAS2,trp__L_c,forward,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],L-Tryptophan,alpha-Amino-beta-(3-indolyl)-propionic acid,trp  L
TRPAS2,indole_c,reverse,c1ccc2[nH]ccc2c1,Indole,indol,indole
TRPAS2,nh4_c,reverse,[NH4+],Ammonium,NH4+,nh4
TRPAS2,pyr_c,reverse,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
NDP3,gdp_c,forward,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,GDP C10H12N5O11P2,GDP,gdp
NDP3,h2o_c,forward,O,H2O H2O,,h2o
CDPPH,cdp_c,forward,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1,CDP C9H12N3O11P2,CDP,cdp
CDPPH,h2o_c,forward,O,H2O H2O,,h2o
NDP7,h2o_c,forward,O,H2O H2O,,h2o
NDP7,udp_c,forward,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,UDP C9H11N2O12P2,UDP,udp
EX_co2_e,co2_e,forward,O=C=O,CO2 CO2,CO2,co2
PMDPHT,5aprbu_c,forward,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])[nH]c(=O)[nH]c1=O,5-Amino-6-(5'-phosphoribitylamino)uracil,5-amino-6-(5-phospho-D-ribitylamino)uracil,5aprbu
PMDPHT,h2o_c,forward,O,H2O H2O,,h2o
ILETA,akg_c,forward,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
ILETA,ile__L_c,forward,CC[C@H](C)[C@H]([NH3+])C(=O)[O-],L-Isoleucine,L-Isoleucine,ile  L
ILETA,3mop_c,reverse,CC[C@H](C)C(=O)C(=O)[O-],(S)-3-Methyl-2-oxopentanoate,3MOP,3mop
ILETA,glu__L_c,reverse,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
VALTA,akg_c,forward,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
VALTA,val__L_c,forward,CC(C)[C@H]([NH3+])C(=O)[O-],L-Valine,L-valine,val  L
VALTA,3mob_c,reverse,CC(C)C(=O)C(=O)[O-],3-Methyl-2-oxobutanoate,3-Methyl-2-oxobutanoate,3mob
VALTA,glu__L_c,reverse,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
ORPT,orot5p_c,forward,O=C([O-])c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Orotidine 5'-phosphate,Orotidylic acid,orot5p
ORPT,ppi_c,forward,O=P([O-])([O-])OP(=O)([O-])O,Diphosphate,diphosphate,ppi
ORPT,orot_c,reverse,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,Orotate C5H3N2O4,orotate,orot
ORPT,prpp_c,reverse,O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])O)[C@H](O)[C@@H]1O,5-Phospho-alpha-D-ribose 1-diphosphate,PRPP,prpp
RBFSa,4r5au_c,forward,,4-(1-D-Ribitylamino)-5-aminouracil,,4r5au
RBFSa,db4p_c,forward,CC(=O)[C@H](O)COP(=O)([O-])[O-],"3,4-dihydroxy-2-butanone 4-phosphate",3-4-dihydroxy-2-butanone4-phosphate,db4p
DHAD2,23dhmp_c,forward,CC[C@@](C)(O)[C@@H](O)C(=O)[O-],"(R)-2,3-Dihydroxy-3-methylpentanoate","(2R,3R)-2,3-dihydroxy-3-methylpentanoate",23dhmp
G1PP,g1p_c,forward,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,D-Glucose 1-phosphate,,g1p
G1PP,h2o_c,forward,O,H2O H2O,,h2o
PFL,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
PFL,pyr_c,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
FRD2,fum_c,forward,O=C([O-])/C=C/C(=O)[O-],Fumarate,Fumarate,fum
FRD2,mql8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1c(C)c(O)c2ccccc2c1O,Menaquinol 8,menaquinol-8,mql8
FRD3,2dmmql8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c2ccccc2c1O,2-Demethylmenaquinol 8,2-demethylmenaquinol-8,2dmmql8
FRD3,fum_c,forward,O=C([O-])/C=C/C(=O)[O-],Fumarate,Fumarate,fum
POX,h2o_c,forward,O,H2O H2O,,h2o
POX,pyr_c,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
POX,q8_c,forward,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,Ubiquinone-8,ubiquinone-8,q8
PTAr,accoa_c,forward,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Acetyl-CoA,Acetyl-CoA,accoa
PTAr,pi_c,forward,O=P([O-])([O-])O,Phosphate,phosphate,pi
PTAr,actp_c,reverse,CC(=O)OP(=O)([O-])[O-],Acetyl phosphate,acetyl phosphate,actp
PTAr,coa_c,reverse,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
ACKr,ac_c,forward,CC(=O)[O-],Acetate,acetate,ac
ACKr,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
ACKr,actp_c,reverse,CC(=O)OP(=O)([O-])[O-],Acetyl phosphate,acetyl phosphate,actp
ACKr,adp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
EX_hxan_e,hxan_e,forward,O=c1[nH]cnc2[nH]cnc12,Hypoxanthine,HYXN,hxan
EX_ile__L_e,ile__L_e,forward,CC[C@H](C)[C@H]([NH3+])C(=O)[O-],L-Isoleucine,L-Isoleucine,ile  L
EX_lac__L_e,lac__L_e,forward,C[C@H](O)C(=O)[O-],L-Lactate,L-Lactate,lac  L
EX_leu__L_e,leu__L_e,forward,CC(C)CC([NH3+])C(=O)[O-],L-Leucine,Leucine,leu  L
EX_no3_e,no3_e,forward,O=[N+]([O-])[O-],Nitrate,Nitrate,no3
EX_orn_e,orn_e,forward,[NH3+]CCCC([NH3+])C(=O)[O-],Ornithine,Ornithine,orn
EX_pro__L_e,pro__L_e,forward,O=C([O-])[C@@H]1CCC[NH2+]1,L-Proline,L-proline,pro  L
EX_pyr_e,pyr_e,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
EX_succ_e,succ_e,forward,O=C([O-])CCC(=O)[O-],Succinate,succinate,succ
EX_thymd_e,thymd_e,forward,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,Thymidine C10H14N2O5,thymidine,thymd
EX_tyr__L_e,tyr__L_e,forward,[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-],L-Tyrosine,L-tyrosine,tyr  L
MOAT,ckdo_c,forward,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1,CMP-3-deoxy-D-manno-octulosonate,CMP-KDO,ckdo
MOAT,lipidA_c,forward,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",Lipid IV(A),lipidA
