Reaction,Substrate partner,Direction,SMILES,BiGG Name,DB Name,Cleaned Substrate
CRNCAL2,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
CRNCAL2,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
CRNCAL2,crn_c,forward,C[N+](C)(C)CC(O)CC(=O)[O-],L-Carnitine,Carnitine,crn
CHLt2pp,chol_p,forward,C[N+](C)(C)CCO,Choline C5H14NO,choline,chol
CHLt2pp,h_p,forward,[H+],H+,H(+),h
GLYt4pp,gly_p,forward,[NH3+]CC(=O)[O-],Glycine,glycine,gly
GLYt4pp,na1_p,forward,[Na+],Sodium,Na(+),na1
FRULYSE,psclys_c,forward,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Psicoselysine,N(6)-(D-psicosyl)-L-lysine,psclys
FRULYSE,frulys_c,reverse,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Fructoselysine,N(6)-(D-fructosyl)-L-lysine,frulys
FRULYSt2pp,frulys_p,forward,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Fructoselysine,N(6)-(D-fructosyl)-L-lysine,frulys
FRULYSt2pp,h_p,forward,[H+],H+,H(+),h
EX_psclys_e,psclys_e,forward,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Psicoselysine,N(6)-(D-psicosyl)-L-lysine,psclys
TUNGStex,tungs_e,forward,O=[W](=O)([O-])[O-],Tungstate,tungstate,tungs
TUNGStex,tungs_p,reverse,O=[W](=O)([O-])[O-],Tungstate,tungstate,tungs
COBALT2tpp,cobalt2_p,forward,[Co+2],Co2+,Co(2+),cobalt2
OXCDC,h_c,forward,[H+],H+,H(+),h
OXCDC,oxalcoa_c,forward,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)[O-],Oxalyl-CoA,oxalyl-CoA,oxalcoa
LPLIPAL2A140,2tdecg3p_c,forward,,2-tetradecanoyl-sn-glycerol 3-phosphate,,2tdecg3p
LPLIPAL2A140,h2o_c,forward,O,H2O H2O,,h2o
LPLIPAL2A160,2hdecg3p_c,forward,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O,2-hexadecanoyl-sn-glycerol 3-phosphate,LPA(0:0/16:0),2hdecg3p
LPLIPAL2A160,h2o_c,forward,O,H2O H2O,,h2o
LPLIPAL2A161,2hdec9eg3p_c,forward,,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,,2hdec9eg3p
LPLIPAL2A161,h2o_c,forward,O,H2O H2O,,h2o
LPLIPAL2A180,2odecg3p_c,forward,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O,2-octadecanoyl-sn-glycerol 3-phosphate,PA(0:0/18:0),2odecg3p
LPLIPAL2A180,h2o_c,forward,O,H2O H2O,,h2o
LPLIPAL2A181,2odec11eg3p_c,forward,,2-octadec-11-enoyl-sn-glycerol 3-phosphate,,2odec11eg3p
LPLIPAL2A181,h2o_c,forward,O,H2O H2O,,h2o
DM_aacald_c,aacald_c,forward,[NH3+]CC=O,Aminoacetaldehyde,aminoacetaldehyde,aacald
UM3PL,LalaDgluMdap_c,forward,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",,LalaDgluMdap
UM3PL,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
UM3PL,uamr_c,forward,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],UDP-N-acetylmuramate,UDP-MurNAc,uamr
UM4PL,LalaDgluMdapDala_c,forward,CC([NH3+])C(=O)NC(CCCC(NC(=O)CCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-],"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",LalaDgluMdapDala
UM4PL,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
UM4PL,uamr_c,forward,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],UDP-N-acetylmuramate,UDP-MurNAc,uamr
2MAHMP,2mahmp_c,forward,Cc1nc(N)c(COP(=O)([O-])OP(=O)([O-])[O-])c[nH+]1,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,4-Amino-2-methyl-5-diphosphomethylpyrimidine,2mahmp
2MAHMP,h2o_c,forward,O,H2O H2O,,h2o
ZN2tpp,zn2_p,forward,[Zn+2],Zinc,Zn2+,zn2
NI2tpp,ni2_p,forward,,Nickel,,ni2
COBALT2t3pp,cobalt2_c,forward,[Co+2],Co2+,Co(2+),cobalt2
COBALT2t3pp,h_p,forward,[H+],H+,H(+),h
23DAPPAt2pp,23dappa_p,forward,NC(C[NH3+])C(=O)[O-],"2,3-diaminopropionate",23-Diaminopropanoate,23dappa
23DAPPAt2pp,h_p,forward,[H+],H+,H(+),h
PLIPA1A120pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA1A120pp,pa120_p,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCCC,"1,2-didodecanoyl-sn-glycerol 3-phosphate","1,2-didodecanoyl-sn-glycerol 3-phosphate",pa120
PLIPA1A140pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA1A140pp,pa140_p,forward,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCC,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",dimyristoyl phosphatidate,pa140
PLIPA1A141pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA1A141pp,pa141_p,forward,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate","1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",pa141
PLIPA1A160pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA1A160pp,pa160_p,forward,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",dipalmitoyl phosphatidate,pa160
PLIPA1A161pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA1A161pp,pa161_p,forward,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate","1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",pa161
PLIPA1A180pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA1A180pp,pa180_p,forward,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCCCC,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",distearoyl phosphatidate,pa180
LPLIPAL2A120,2ddecg3p_c,forward,,2-dodecanoyl-sn-glycerol 3-phosphate,,2ddecg3p
LPLIPAL2A120,h2o_c,forward,O,H2O H2O,,h2o
CAt6pp,ca2_c,forward,[Ca+2],Calcium,Ca(2+),ca2
CAt6pp,na1_p,forward,[Na+],Sodium,Na(+),na1
CAt6pp,ca2_p,reverse,[Ca+2],Calcium,Ca(2+),ca2
CAt6pp,na1_c,reverse,[Na+],Sodium,Na(+),na1
5DGLCNt2rpp,5dglcn_p,forward,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],5-Dehydro-D-gluconate,5-dehydro-D-gluconate,5dglcn
5DGLCNt2rpp,h_p,forward,[H+],H+,H(+),h
5DGLCNt2rpp,5dglcn_c,reverse,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],5-Dehydro-D-gluconate,5-dehydro-D-gluconate,5dglcn
5DGLCNt2rpp,h_c,reverse,[H+],H+,H(+),h
GALCTNt2pp,galctn__D_p,forward,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,D-Galactonate,D-galactonate,galctn  D
GALCTNt2pp,h_p,forward,[H+],H+,H(+),h
GALCTNLtex,galctn__L_e,forward,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,L-Galactonate,L-galactonate,galctn  L
GALCTNLtex,galctn__L_p,reverse,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,L-Galactonate,L-galactonate,galctn  L
EX_galctn__L_e,galctn__L_e,forward,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,L-Galactonate,L-galactonate,galctn  L
KDUI,dt5hsu_c,forward,,4-Deoxy-L-threo-5-hexosulose uronate,,dt5hsu
CA2t3pp,ca2_c,forward,[Ca+2],Calcium,Ca(2+),ca2
CA2t3pp,h_p,forward,[H+],H+,H(+),h
NADH17pp,h_c,forward,[H+],H+,H(+),h
NADH17pp,mqn8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,Menaquinone 8,menaquinone-8,mqn8
NADH17pp,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
FA161ACPHi,h2o_c,forward,O,H2O H2O,,h2o
FA161ACPHi,hdeACP_c,forward,,Hexadecanoyl acyl carrier protein,,hdeACP
FA141ACPHi,h2o_c,forward,O,H2O H2O,,h2o
FA141ACPHi,tdeACP_c,forward,C=CCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*],Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),tdeACP
ARGt3pp,arg__L_c,forward,NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],L-Arginine,Amino acid(Arg-),arg  L
ARGt3pp,h_p,forward,[H+],H+,H(+),h
FA160ACPHi,h2o_c,forward,O,H2O H2O,,h2o
FA160ACPHi,palmACP_c,forward,,Palmitoyl-[acp],,palmACP
MALDtex,mal__D_e,forward,O=C([O-])C[C@@H](O)C(=O)[O-],D-Malate,(R)-malate,mal  D
MALDtex,mal__D_p,reverse,O=C([O-])C[C@@H](O)C(=O)[O-],D-Malate,(R)-malate,mal  D
OROTtex,orot_e,forward,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,Orotate C5H3N2O4,orotate,orot
OROTtex,orot_p,reverse,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,Orotate C5H3N2O4,orotate,orot
PPAt4pp,na1_p,forward,[Na+],Sodium,Na(+),na1
PPAt4pp,ppa_p,forward,,Propionate (n-C3:0),,ppa
OROTt2_2pp,h_p,forward,[H+],H+,H(+),h
OROTt2_2pp,orot_p,forward,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,Orotate C5H3N2O4,orotate,orot
MALDt2_2pp,h_p,forward,[H+],H+,H(+),h
MALDt2_2pp,mal__D_p,forward,O=C([O-])C[C@@H](O)C(=O)[O-],D-Malate,(R)-malate,mal  D
5DGLCNtex,5dglcn_e,forward,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],5-Dehydro-D-gluconate,5-dehydro-D-gluconate,5dglcn
5DGLCNtex,5dglcn_p,reverse,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],5-Dehydro-D-gluconate,5-dehydro-D-gluconate,5dglcn
EX_5dglcn_e,5dglcn_e,forward,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],5-Dehydro-D-gluconate,5-dehydro-D-gluconate,5dglcn
DTARTD,tartr__D_c,forward,O=C([O-])[C@@H](O)[C@H](O)C(=O)[O-],D-tartrate,"(S,S)-tartrate",tartr  D
PLIPA2E161pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2E161pp,pe161_p,forward,,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",,pe161
PLIPA2E180pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2E180pp,pe180_p,forward,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)","phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",pe180
PLIPA2G120pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2G120pp,pg120_p,forward,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCC,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",dilauroyl phosphatidylglycerol,pg120
PLIPA2G180pp,h2o_p,forward,,H2O H2O,,h2o
PLIPA2G180pp,pg180_p,forward,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCCCC,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)","phosphatidylglycerol (dioctadecanoyl, n-C18:0)",pg180
LPLIPAL1A161pp,1hdec9eg3p_p,forward,,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,,1hdec9eg3p
LPLIPAL1A161pp,h2o_p,forward,,H2O H2O,,h2o
LPLIPAL1A160pp,1hdecg3p_p,forward,,1-hexadecanoyl-sn-glycerol 3-phosphate,,1hdecg3p
LPLIPAL1A160pp,h2o_p,forward,,H2O H2O,,h2o
PSCLYSt2pp,h_p,forward,[H+],H+,H(+),h
PSCLYSt2pp,psclys_p,forward,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Psicoselysine,N(6)-(D-psicosyl)-L-lysine,psclys
LYSt2pp,h_p,forward,[H+],H+,H(+),h
LYSt2pp,lys__L_p,forward,[NH3+]CCCCC([NH3+])C(=O)[O-],L-Lysine,Lysine,lys  L
GLYt2pp,gly_p,forward,[NH3+]CC(=O)[O-],Glycine,glycine,gly
GLYt2pp,h_p,forward,[H+],H+,H(+),h
ALAt2pp,ala__L_p,forward,CC([NH3+])C(=O)[O-],L-Alanine,Alanine,ala  L
ALAt2pp,h_p,forward,[H+],H+,H(+),h
BALAt2pp,ala_B_p,forward,[NH3+]CCC(=O)[O-],Beta-Alanine,beta-alanine,ala B
BALAt2pp,h_p,forward,[H+],H+,H(+),h
DALAt2pp,ala__D_p,forward,C[C@@H]([NH3+])C(=O)[O-],D-Alanine,D-Alanine,ala  D
DALAt2pp,h_p,forward,[H+],H+,H(+),h
FE2tpp,fe2_p,forward,[Fe+2],Fe2+ mitochondria,Fe+2,fe2
MN2tpp,mn2_p,forward,[Mn+2],Manganese,Mn(2+),mn2
MG2tpp,mg2_p,forward,[Mg+2],Magnesium,Mg(2+),mg2
NI2t3pp,h_p,forward,[H+],H+,H(+),h
NI2t3pp,ni2_c,forward,,Nickel,,ni2
PPAtex,ppa_e,forward,,Propionate (n-C3:0),,ppa
PPAtex,ppa_p,reverse,,Propionate (n-C3:0),,ppa
GALCTNLt2pp,galctn__L_p,forward,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,L-Galactonate,L-galactonate,galctn  L
GALCTNLt2pp,h_p,forward,[H+],H+,H(+),h
GALCTLO,galctn__L_c,forward,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,L-Galactonate,L-galactonate,galctn  L
GALCTLO,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
THYMt3pp,h_p,forward,[H+],H+,H(+),h
THYMt3pp,thym_c,forward,Cc1c[nH]c(=O)[nH]c1=O,Thymine C5H6N2O2,thymine,thym
PSCLYStex,psclys_e,forward,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Psicoselysine,N(6)-(D-psicosyl)-L-lysine,psclys
PSCLYStex,psclys_p,reverse,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Psicoselysine,N(6)-(D-psicosyl)-L-lysine,psclys
THYMtex,thym_e,forward,Cc1c[nH]c(=O)[nH]c1=O,Thymine C5H6N2O2,thymine,thym
THYMtex,thym_p,reverse,Cc1c[nH]c(=O)[nH]c1=O,Thymine C5H6N2O2,thymine,thym
CU2tpp,cu2_p,forward,[Cu+2],Copper,Cu2+,cu2
FE2t3pp,fe2_c,forward,[Fe+2],Fe2+ mitochondria,Fe+2,fe2
FE2t3pp,h_p,forward,[H+],H+,H(+),h
MN2t3pp,h_p,forward,[H+],H+,H(+),h
MN2t3pp,mn2_c,forward,[Mn+2],Manganese,Mn(2+),mn2
MG2t3_2pp,h_c,forward,[H+],H+,H(+),h
MG2t3_2pp,mg2_p,forward,[Mg+2],Magnesium,Mg(2+),mg2
MG2t3_2pp,h_p,reverse,[H+],H+,H(+),h
MG2t3_2pp,mg2_c,reverse,[Mg+2],Magnesium,Mg(2+),mg2
CD2tpp,cd2_p,forward,[Cd+2],Cadmium,Cd2+,cd2
ETHAt2pp,etha_p,forward,[NH3+]CCO,Ethanolamine,ethanolamine,etha
ETHAt2pp,h_p,forward,[H+],H+,H(+),h
FE3abcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
FE3abcpp,fe3_p,forward,[Fe+3],Iron (Fe3+),Fe+3,fe3
FE3abcpp,h2o_c,forward,O,H2O H2O,,h2o
THRA,thr__L_c,forward,C[C@@H](O)[C@H]([NH3+])C(=O)[O-],L-Threonine,L-threonine,thr  L
XYLK2,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
XYLK2,xylu__L_c,forward,O=C(CO)[C@H](O)[C@@H](O)CO,L-Xylulose,L-Lyxulose,xylu  L
GLDBRAN2,bglycogen_c,forward,OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Branching glycogen,Branching glycogen,bglycogen
CLt3_2pp,cl_p,forward,[Cl-],Chloride,Cl-,cl
CLt3_2pp,h_c,forward,[H+],H+,H(+),h
EX_ppal_e,ppal_e,forward,CCC=O,Propanal,propanal,ppal
POR5,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
POR5,flxso_c,forward,,Flavodoxin semi oxidized,,flxso
POR5,pyr_c,forward,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
POR5,accoa_c,reverse,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Acetyl-CoA,Acetyl-CoA,accoa
POR5,co2_c,reverse,O=C=O,CO2 CO2,CO2,co2
POR5,flxr_c,reverse,,Flavodoxin reduced,,flxr
POR5,h_c,reverse,[H+],H+,H(+),h
HACD8,3ohodcoa_c,forward,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],3-Oxooctadecanoyl-CoA,3-Oxostearoyl-CoA,3ohodcoa
HACD8,h_c,forward,[H+],H+,H(+),h
HACD8,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
HACD8,3hodcoa_c,reverse,CCCCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],(S)-3-Hydroxyoctadecanoyl-CoA,(S)-3-Hydroxyoctadecanoyl-CoA,3hodcoa
HACD8,nad_c,reverse,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
CTECOAI8,odecoa_c,forward,,Octadecenoyl-CoA (n-C18:1CoA),,odecoa
CTECOAI8,od2coa_c,reverse,CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Octadec-2-enoyl-CoA,(2E)-Octadecenoyl-CoA,od2coa
CTECOAI6,tdecoa_c,forward,CCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Tetradecenoyl-CoA (n-C14:1CoA),a tetradecenoyl-CoA (n-C14:1CoA),tdecoa
CTECOAI6,td2coa_c,reverse,CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Trans-Tetradec-2-enoyl-CoA,(2E)-Tetradecenoyl-CoA,td2coa
MTHTHFSs,h2o_c,forward,O,H2O H2O,,h2o
MTHTHFSs,mdhdhf_c,forward,C[C@@]1(O)OC[C@H](O)C1=O,"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one","(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",mdhdhf
SELGTHR,gthrd_c,forward,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],Reduced glutathione,GSH,gthrd
SELGTHR,h_c,forward,[H+],H+,H(+),h
SELGTHR,slnt_c,forward,O=[Se]([O-])[O-],Selenite,selenite,slnt
SELGTHR3,gslnt_c,forward,,Glutathiolselenolate,,gslnt
SELGTHR3,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
EX_slnt_e,slnt_e,forward,O=[Se]([O-])[O-],Selenite,selenite,slnt
MALCOAMT,amet_c,forward,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,S-Adenosyl-L-methionine,S-Adenosyl-L-methionine,amet
MALCOAMT,malcoa_c,forward,,Malonyl CoA C24H33N7O19P3S,,malcoa
OGMEACPS,h_c,forward,[H+],H+,H(+),h
OGMEACPS,malACP_c,forward,,Malonyl-[acyl-carrier protein],,malACP
OGMEACPS,malcoame_c,forward,*SC(=O)CC(=O)OC,Malonyl-CoA methyl ester,Malonyl-CoA methyl ester,malcoame
OGMEACPR,h_c,forward,[H+],H+,H(+),h
OGMEACPR,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
OGMEACPR,ogmeACP_c,forward,,3-Oxo-glutaryl-[acyl-carrier protein] methyl ester,,ogmeACP
OPMEACPS,gmeACP_c,forward,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)OC)C(*)=O,Glutaryl-[acyl-carrier protein] methyl ester,Glutaryl-ACP-methyl-esters,gmeACP
OPMEACPS,h_c,forward,[H+],H+,H(+),h
OPMEACPS,malACP_c,forward,,Malonyl-[acyl-carrier protein],,malACP
LIPAabctex,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
LIPAabctex,h2o_c,forward,O,H2O H2O,,h2o
LIPAabctex,lipa_p,forward,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,KDO(2)-lipid (A),kdo2-lipid a,lipa
